datetime,load
2024-01-01 12:30:00+00:00,-18776666.666666668
2024-01-01 12:45:00+00:00,-19730000.0
2024-01-01 13:00:00+00:00,-20593333.333333332
2024-01-01 13:15:00+00:00,-20250000.0
2024-01-01 13:30:00+00:00,-20123333.333333336
2024-01-01 13:45:00+00:00,-18886666.666666668
2024-01-01 14:00:00+00:00,-18050000.0
2024-01-01 14:15:00+00:00,-18386666.666666668
2024-01-01 14:30:00+00:00,-18433333.333333332
2024-01-01 14:45:00+00:00,-19226666.666666668
2024-01-01 15:00:00+00:00,-20746666.666666668
2024-01-01 15:15:00+00:00,-20650000.0
2024-01-01 15:30:00+00:00,-21676666.666666664
2024-01-01 15:45:00+00:00,-21783333.333333336
2024-01-01 16:00:00+00:00,-23113333.333333332
2024-01-01 16:15:00+00:00,-23586666.666666664
2024-01-01 16:30:00+00:00,-23750000.0
2024-01-01 16:45:00+00:00,-23996666.666666668
2024-01-01 17:00:00+00:00,-24863333.333333332
2024-01-01 17:15:00+00:00,-23653333.333333332
2024-01-01 17:30:00+00:00,-25180000.0
2024-01-01 17:45:00+00:00,-24290000.0
2024-01-01 18:00:00+00:00,-24073333.333333336
2024-01-01 18:15:00+00:00,-23500000.0
2024-01-01 18:30:00+00:00,-22823333.333333336
2024-01-01 18:45:00+00:00,-22606666.666666664
2024-01-01 19:00:00+00:00,-22783333.333333336
2024-01-01 19:15:00+00:00,-22580000.0
2024-01-01 19:30:00+00:00,-22973333.333333332
2024-01-01 19:45:00+00:00,-22873333.333333336
2024-01-01 20:00:00+00:00,-22610000.0
2024-01-01 20:15:00+00:00,-22160000.0
2024-01-01 20:30:00+00:00,-21706666.666666668
2024-01-01 20:45:00+00:00,-21130000.0
2024-01-01 21:00:00+00:00,-20680000.0
2024-01-01 21:15:00+00:00,-20063333.333333332
2024-01-01 21:30:00+00:00,-19533333.333333336
2024-01-01 21:45:00+00:00,-18866666.666666668
2024-01-01 22:00:00+00:00,-18730000.0
2024-01-01 22:15:00+00:00,-18970000.0
2024-01-01 22:30:00+00:00,-18986666.666666668
2024-01-01 22:45:00+00:00,-18183333.333333332
2024-01-01 23:00:00+00:00,-17980000.0
2024-01-01 23:15:00+00:00,-17390000.0
2024-01-01 23:30:00+00:00,-17260000.0
2024-01-01 23:45:00+00:00,-17260000.0
2024-01-02 00:00:00+00:00,-16996666.666666668
2024-01-02 00:15:00+00:00,-16270000.0
2024-01-02 00:30:00+00:00,-16270000.0
2024-01-02 00:45:00+00:00,-16270000.0
2024-01-02 01:00:00+00:00,-15310000.0
2024-01-02 01:15:00+00:00,-15270000.0
2024-01-02 01:30:00+00:00,-15270000.0
2024-01-02 01:45:00+00:00,-15270000.0
2024-01-02 02:00:00+00:00,-15270000.0
2024-01-02 02:15:00+00:00,-15270000.0
2024-01-02 02:30:00+00:00,-15270000.0
2024-01-02 02:45:00+00:00,-15270000.0
2024-01-02 03:00:00+00:00,-15270000.0
2024-01-02 03:15:00+00:00,-15270000.0
2024-01-02 03:30:00+00:00,-15270000.0
2024-01-02 03:45:00+00:00,-15270000.0
2024-01-02 04:00:00+00:00,-15270000.0
2024-01-02 04:15:00+00:00,-15270000.0
2024-01-02 04:30:00+00:00,-15270000.0
2024-01-02 04:45:00+00:00,-15656666.666666666
2024-01-02 05:00:00+00:00,-16270000.0
2024-01-02 05:15:00+00:00,-16356666.666666666
2024-01-02 05:30:00+00:00,-17260000.0
2024-01-02 05:45:00+00:00,-17770000.0
2024-01-02 06:00:00+00:00,-19043333.333333332
2024-01-02 06:15:00+00:00,-20066666.666666668
2024-01-02 06:30:00+00:00,-21060000.0
2024-01-02 06:45:00+00:00,-21360000.0
2024-01-02 07:00:00+00:00,-22836666.666666664
2024-01-02 07:15:00+00:00,-22830000.0
2024-01-02 07:30:00+00:00,-23330000.0
2024-01-02 07:45:00+00:00,-24103333.333333332
2024-01-02 08:00:00+00:00,-24960000.0
2024-01-02 08:15:00+00:00,-25473333.333333332
2024-01-02 08:30:00+00:00,-26770000.0
2024-01-02 08:45:00+00:00,-27086666.666666664
2024-01-02 09:00:00+00:00,-27806666.666666668
2024-01-02 09:15:00+00:00,-28096666.666666668
2024-01-02 09:30:00+00:00,-28126666.666666664
2024-01-02 09:45:00+00:00,-27420000.0
2024-01-02 10:00:00+00:00,-28836666.666666664
2024-01-02 10:15:00+00:00,-28993333.333333332
2024-01-02 10:30:00+00:00,-29940000.0
2024-01-02 10:45:00+00:00,-31066666.666666668
2024-01-02 11:00:00+00:00,-30413333.333333336
2024-01-02 11:15:00+00:00,-30490000.0
2024-01-02 11:30:00+00:00,-29913333.333333336
2024-01-02 11:45:00+00:00,-30120000.0
2024-01-02 12:00:00+00:00,-31583333.333333332
2024-01-02 12:15:00+00:00,-31226666.666666668
2024-01-02 12:30:00+00:00,-30770000.0
2024-01-02 12:45:00+00:00,-30416666.666666668
2024-01-02 13:00:00+00:00,-31420000.0
2024-01-02 13:15:00+00:00,-31003333.333333332
2024-01-02 13:30:00+00:00,-30733333.333333336
2024-01-02 13:45:00+00:00,-29550000.0
2024-01-02 14:00:00+00:00,-30746666.666666668
2024-01-02 14:15:00+00:00,-31690000.0
2024-01-02 14:30:00+00:00,-31470000.0
2024-01-02 14:45:00+00:00,-30490000.0
2024-01-02 15:00:00+00:00,-30763333.333333332
2024-01-02 15:15:00+00:00,-30880000.0
2024-01-02 15:30:00+00:00,-31510000.0
2024-01-02 15:45:00+00:00,-30370000.0
2024-01-02 16:00:00+00:00,-31576666.666666668
2024-01-02 16:15:00+00:00,-32403333.333333336
2024-01-02 16:30:00+00:00,-32280000.0
2024-01-02 16:45:00+00:00,-31870000.0
2024-01-02 17:00:00+00:00,-32056666.666666664
2024-01-02 17:15:00+00:00,-30736666.666666668
2024-01-02 17:30:00+00:00,-29863333.333333332
2024-01-02 17:45:00+00:00,-29000000.0
2024-01-02 18:00:00+00:00,-29003333.333333332
2024-01-02 18:15:00+00:00,-27940000.0
2024-01-02 18:30:00+00:00,-28220000.0
2024-01-02 18:45:00+00:00,-27780000.0
2024-01-02 19:00:00+00:00,-27436666.666666668
2024-01-02 19:15:00+00:00,-28013333.333333332
2024-01-02 19:30:00+00:00,-28473333.333333332
2024-01-02 19:45:00+00:00,-28220000.0
2024-01-02 20:00:00+00:00,-27703333.333333332
2024-01-02 20:15:00+00:00,-26426666.666666664
2024-01-02 20:30:00+00:00,-25570000.0
2024-01-02 20:45:00+00:00,-25230000.0
2024-01-02 21:00:00+00:00,-25466666.666666664
2024-01-02 21:15:00+00:00,-25230000.0
2024-01-02 21:30:00+00:00,-24820000.0
2024-01-02 21:45:00+00:00,-23590000.0
2024-01-02 22:00:00+00:00,-22990000.0
2024-01-02 22:15:00+00:00,-23086666.666666664
2024-01-02 22:30:00+00:00,-22130000.0
2024-01-02 22:45:00+00:00,-21973333.333333332
2024-01-02 23:00:00+00:00,-21493333.333333332
2024-01-02 23:15:00+00:00,-20580000.0
2024-01-02 23:30:00+00:00,-20580000.0
2024-01-02 23:45:00+00:00,-20580000.0
2024-01-03 00:00:00+00:00,-20083333.333333332
2024-01-03 00:15:00+00:00,-19590000.0
2024-01-03 00:30:00+00:00,-19680000.0
2024-01-03 00:45:00+00:00,-19693333.333333332
2024-01-03 01:00:00+00:00,-19050000.0
2024-01-03 01:15:00+00:00,-18990000.0
2024-01-03 01:30:00+00:00,-18403333.333333332
2024-01-03 01:45:00+00:00,-17930000.0
2024-01-03 02:00:00+00:00,-17930000.0
2024-01-03 02:15:00+00:00,-17930000.0
2024-01-03 02:30:00+00:00,-17930000.0
2024-01-03 02:45:00+00:00,-17930000.0
2024-01-03 03:00:00+00:00,-17333333.333333332
2024-01-03 03:15:00+00:00,-16930000.0
2024-01-03 03:30:00+00:00,-16930000.0
2024-01-03 03:45:00+00:00,-16930000.0
2024-01-03 04:00:00+00:00,-16930000.0
2024-01-03 04:15:00+00:00,-17480000.0
2024-01-03 04:30:00+00:00,-18283333.333333336
2024-01-03 04:45:00+00:00,-18260000.0
2024-01-03 05:00:00+00:00,-18260000.0
2024-01-03 05:15:00+00:00,-19313333.333333332
2024-01-03 05:30:00+00:00,-19973333.333333332
2024-01-03 05:45:00+00:00,-20446666.666666664
2024-01-03 06:00:00+00:00,-21160000.0
2024-01-03 06:15:00+00:00,-22386666.666666668
2024-01-03 06:30:00+00:00,-23846666.666666668
2024-01-03 06:45:00+00:00,-24193333.333333332
2024-01-03 07:00:00+00:00,-25276666.666666668
2024-01-03 07:15:00+00:00,-25590000.0
2024-01-03 07:30:00+00:00,-26610000.0
2024-01-03 07:45:00+00:00,-26723333.333333332
2024-01-03 08:00:00+00:00,-27666666.666666668
2024-01-03 08:15:00+00:00,-28516666.666666664
2024-01-03 08:30:00+00:00,-28846666.666666668
2024-01-03 08:45:00+00:00,-29323333.333333336
2024-01-03 09:00:00+00:00,-31086666.666666664
2024-01-03 09:15:00+00:00,-30883333.333333332
2024-01-03 09:30:00+00:00,-30493333.333333332
2024-01-03 09:45:00+00:00,-30140000.0
2024-01-03 10:00:00+00:00,-31253333.333333332
2024-01-03 10:15:00+00:00,-30663333.333333336
2024-01-03 10:30:00+00:00,-31183333.333333332
2024-01-03 10:45:00+00:00,-31646666.666666668
2024-01-03 11:00:00+00:00,-32376666.666666664
2024-01-03 11:15:00+00:00,-31340000.0
2024-01-03 11:30:00+00:00,-30626666.666666664
2024-01-03 11:45:00+00:00,-30533333.333333336
2024-01-03 12:00:00+00:00,-30923333.333333332
2024-01-03 12:15:00+00:00,-31590000.0
2024-01-03 12:30:00+00:00,-31776666.666666668
2024-01-03 12:45:00+00:00,-30886666.666666668
2024-01-03 13:00:00+00:00,-29180000.0
2024-01-03 13:15:00+00:00,-28790000.0
2024-01-03 13:30:00+00:00,-28056666.666666668
2024-01-03 13:45:00+00:00,-29643333.333333336
2024-01-03 14:00:00+00:00,-30840000.0
2024-01-03 14:15:00+00:00,-30563333.333333332
2024-01-03 14:30:00+00:00,-29870000.0
2024-01-03 14:45:00+00:00,-30183333.333333332
2024-01-03 15:00:00+00:00,-30730000.0
2024-01-03 15:15:00+00:00,-30826666.666666668
2024-01-03 15:30:00+00:00,-31093333.333333332
2024-01-03 15:45:00+00:00,-31423333.333333332
2024-01-03 16:00:00+00:00,-32350000.0
2024-01-03 16:15:00+00:00,-32826666.666666668
2024-01-03 16:30:00+00:00,-34096666.666666664
2024-01-03 16:45:00+00:00,-33780000.0
2024-01-03 17:00:00+00:00,-34566666.66666667
2024-01-03 17:15:00+00:00,-32216666.666666668
2024-01-03 17:30:00+00:00,-30910000.0
2024-01-03 17:45:00+00:00,-30150000.0
2024-01-03 18:00:00+00:00,-30550000.0
2024-01-03 18:15:00+00:00,-30126666.666666664
2024-01-03 18:30:00+00:00,-29603333.333333332
2024-01-03 18:45:00+00:00,-29450000.0
2024-01-03 19:00:00+00:00,-29746666.666666668
2024-01-03 19:15:00+00:00,-28466666.666666664
2024-01-03 19:30:00+00:00,-28870000.0
2024-01-03 19:45:00+00:00,-28086666.666666664
2024-01-03 20:00:00+00:00,-27846666.666666668
2024-01-03 20:15:00+00:00,-27373333.333333336
2024-01-03 20:30:00+00:00,-26540000.0
2024-01-03 20:45:00+00:00,-25940000.0
2024-01-03 21:00:00+00:00,-25676666.666666664
2024-01-03 21:15:00+00:00,-25503333.333333332
2024-01-03 21:30:00+00:00,-25083333.333333332
2024-01-03 21:45:00+00:00,-24236666.666666668
2024-01-03 22:00:00+00:00,-23730000.0
2024-01-03 22:15:00+00:00,-23446666.666666664
2024-01-03 22:30:00+00:00,-23083333.333333332
2024-01-03 22:45:00+00:00,-22910000.0
2024-01-03 23:00:00+00:00,-22833333.333333332
2024-01-03 23:15:00+00:00,-21850000.0
2024-01-03 23:30:00+00:00,-20920000.0
2024-01-03 23:45:00+00:00,-19973333.333333332
2024-01-04 00:00:00+00:00,-19210000.0
2024-01-04 00:15:00+00:00,-18920000.0
2024-01-04 00:30:00+00:00,-18920000.0
2024-01-04 00:45:00+00:00,-19766666.666666664
2024-01-04 01:00:00+00:00,-19920000.0
2024-01-04 01:15:00+00:00,-19920000.0
2024-01-04 01:30:00+00:00,-19746666.666666668
2024-01-04 01:45:00+00:00,-18920000.0
2024-01-04 02:00:00+00:00,-18920000.0
2024-01-04 02:15:00+00:00,-18563333.333333332
2024-01-04 02:30:00+00:00,-17930000.0
2024-01-04 02:45:00+00:00,-17930000.0
2024-01-04 03:00:00+00:00,-17930000.0
2024-01-04 03:15:00+00:00,-17930000.0
2024-01-04 03:30:00+00:00,-18553333.333333336
2024-01-04 03:45:00+00:00,-18590000.0
2024-01-04 04:00:00+00:00,-18276666.666666668
2024-01-04 04:15:00+00:00,-18473333.333333332
2024-01-04 04:30:00+00:00,-18590000.0
2024-01-04 04:45:00+00:00,-19126666.666666664
2024-01-04 05:00:00+00:00,-19933333.333333332
2024-01-04 05:15:00+00:00,-20580000.0
2024-01-04 05:30:00+00:00,-21476666.666666668
2024-01-04 05:45:00+00:00,-21540000.0
2024-01-04 06:00:00+00:00,-22803333.333333336
2024-01-04 06:15:00+00:00,-23520000.0
2024-01-04 06:30:00+00:00,-25026666.666666668
2024-01-04 06:45:00+00:00,-25063333.333333332
2024-01-04 07:00:00+00:00,-26470000.0
2024-01-04 07:15:00+00:00,-26560000.0
2024-01-04 07:30:00+00:00,-27700000.0
2024-01-04 07:45:00+00:00,-28726666.666666668
2024-01-04 08:00:00+00:00,-29730000.0
2024-01-04 08:15:00+00:00,-30076666.666666668
2024-01-04 08:30:00+00:00,-30266666.666666664
2024-01-04 08:45:00+00:00,-30320000.0
2024-01-04 09:00:00+00:00,-30980000.0
2024-01-04 09:15:00+00:00,-31550000.0
2024-01-04 09:30:00+00:00,-31603333.333333332
2024-01-04 09:45:00+00:00,-30946666.666666664
2024-01-04 10:00:00+00:00,-31020000.0
2024-01-04 10:15:00+00:00,-31146666.666666668
2024-01-04 10:30:00+00:00,-31253333.333333332
2024-01-04 10:45:00+00:00,-31453333.333333332
2024-01-04 11:00:00+00:00,-32676666.666666668
2024-01-04 11:15:00+00:00,-32200000.000000004
2024-01-04 11:30:00+00:00,-32766666.666666664
2024-01-04 11:45:00+00:00,-31469999.999999996
2024-01-04 12:00:00+00:00,-30173333.333333332
2024-01-04 12:15:00+00:00,-30210000.0
2024-01-04 12:30:00+00:00,-31340000.0
2024-01-04 12:45:00+00:00,-30880000.0
2024-01-04 13:00:00+00:00,-31856666.666666664
2024-01-04 13:15:00+00:00,-29640000.0
2024-01-04 13:30:00+00:00,-28810000.0
2024-01-04 13:45:00+00:00,-28286666.666666664
2024-01-04 14:00:00+00:00,-31323333.333333336
2024-01-04 14:15:00+00:00,-31440000.0
2024-01-04 14:30:00+00:00,-30533333.333333336
2024-01-04 14:45:00+00:00,-30146666.666666668
2024-01-04 15:00:00+00:00,-31086666.666666664
2024-01-04 15:15:00+00:00,-30540000.0
2024-01-04 15:30:00+00:00,-30770000.0
2024-01-04 15:45:00+00:00,-31320000.0
2024-01-04 16:00:00+00:00,-32350000.0
2024-01-04 16:15:00+00:00,-33306666.666666664
2024-01-04 16:30:00+00:00,-33936666.666666664
2024-01-04 16:45:00+00:00,-33850000.0
2024-01-04 17:00:00+00:00,-34640000.0
2024-01-04 17:15:00+00:00,-33213333.333333332
2024-01-04 17:30:00+00:00,-32646666.666666668
2024-01-04 17:45:00+00:00,-32270000.000000004
2024-01-04 18:00:00+00:00,-32516666.666666664
2024-01-04 18:15:00+00:00,-31956666.666666668
2024-01-04 18:30:00+00:00,-31860000.0
2024-01-04 18:45:00+00:00,-30993333.333333332
2024-01-04 19:00:00+00:00,-31073333.333333336
2024-01-04 19:15:00+00:00,-30283333.333333336
2024-01-04 19:30:00+00:00,-30266666.666666664
2024-01-04 19:45:00+00:00,-30423333.333333332
2024-01-04 20:00:00+00:00,-30650000.0
2024-01-04 20:15:00+00:00,-29523333.333333332
2024-01-04 20:30:00+00:00,-28003333.333333332
2024-01-04 20:45:00+00:00,-27396666.666666668
2024-01-04 21:00:00+00:00,-27126666.666666664
2024-01-04 21:15:00+00:00,-25900000.0
2024-01-04 21:30:00+00:00,-25380000.0
2024-01-04 21:45:00+00:00,-24400000.0
2024-01-04 22:00:00+00:00,-24220000.0
2024-01-04 22:15:00+00:00,-23980000.0
2024-01-04 22:30:00+00:00,-24043333.333333332
2024-01-04 22:45:00+00:00,-23643333.333333336
2024-01-04 23:00:00+00:00,-23536666.666666664
2024-01-04 23:15:00+00:00,-22366666.666666668
2024-01-04 23:30:00+00:00,-22133333.333333332
2024-01-04 23:45:00+00:00,-21983333.333333336
2024-01-05 00:00:00+00:00,-21906666.666666668
2024-01-05 00:15:00+00:00,-21620000.0
2024-01-05 00:30:00+00:00,-21590000.0
2024-01-05 00:45:00+00:00,-20956666.666666668
2024-01-05 01:00:00+00:00,-20036666.666666664
2024-01-05 01:15:00+00:00,-19920000.0
2024-01-05 01:30:00+00:00,-20016666.666666664
2024-01-05 01:45:00+00:00,-18920000.0
2024-01-05 02:00:00+00:00,-18920000.0
2024-01-05 02:15:00+00:00,-18126666.666666664
2024-01-05 02:30:00+00:00,-17930000.0
2024-01-05 02:45:00+00:00,-17930000.0
2024-01-05 03:00:00+00:00,-17930000.0
2024-01-05 03:15:00+00:00,-17930000.0
2024-01-05 03:30:00+00:00,-17930000.0
2024-01-05 03:45:00+00:00,-17930000.0
2024-01-05 04:00:00+00:00,-17930000.0
2024-01-05 04:15:00+00:00,-17930000.0
2024-01-05 04:30:00+00:00,-18326666.666666668
2024-01-05 04:45:00+00:00,-18260000.0
2024-01-05 05:00:00+00:00,-18473333.333333332
2024-01-05 05:15:00+00:00,-18876666.666666664
2024-01-05 05:30:00+00:00,-20226666.666666668
2024-01-05 05:45:00+00:00,-20453333.333333332
2024-01-05 06:00:00+00:00,-21576666.666666668
2024-01-05 06:15:00+00:00,-22276666.666666668
2024-01-05 06:30:00+00:00,-23490000.0
2024-01-05 06:45:00+00:00,-23796666.666666668
2024-01-05 07:00:00+00:00,-25423333.333333332
2024-01-05 07:15:00+00:00,-25783333.333333336
2024-01-05 07:30:00+00:00,-26930000.0
2024-01-05 07:45:00+00:00,-26240000.0
2024-01-05 08:00:00+00:00,-27320000.0
2024-01-05 08:15:00+00:00,-28330000.0
2024-01-05 08:30:00+00:00,-29536666.666666664
2024-01-05 08:45:00+00:00,-29493333.333333332
2024-01-05 09:00:00+00:00,-30700000.0
2024-01-05 09:15:00+00:00,-30236666.666666668
2024-01-05 09:30:00+00:00,-30463333.333333336
2024-01-05 09:45:00+00:00,-30316666.666666668
2024-01-05 10:00:00+00:00,-31840000.0
2024-01-05 10:15:00+00:00,-31690000.0
2024-01-05 10:30:00+00:00,-31846666.666666668
2024-01-05 10:45:00+00:00,-30316666.666666668
2024-01-05 11:00:00+00:00,-32310000.000000004
2024-01-05 11:15:00+00:00,-31560000.0
2024-01-05 11:30:00+00:00,-32656666.666666668
2024-01-05 11:45:00+00:00,-33070000.0
2024-01-05 12:00:00+00:00,-33226666.666666668
2024-01-05 12:15:00+00:00,-33173333.333333332
2024-01-05 12:30:00+00:00,-32863333.333333336
2024-01-05 12:45:00+00:00,-32430000.0
2024-01-05 13:00:00+00:00,-32193333.333333336
2024-01-05 13:15:00+00:00,-32549999.999999996
2024-01-05 13:30:00+00:00,-32930000.0
2024-01-05 13:45:00+00:00,-31870000.0
2024-01-05 14:00:00+00:00,-32956666.666666664
2024-01-05 14:15:00+00:00,-32250000.0
2024-01-05 14:30:00+00:00,-32966666.666666668
2024-01-05 14:45:00+00:00,-31306666.666666668
2024-01-05 15:00:00+00:00,-31766666.666666664
2024-01-05 15:15:00+00:00,-31166666.666666668
2024-01-05 15:30:00+00:00,-32373333.333333336
2024-01-05 15:45:00+00:00,-31910000.0
2024-01-05 16:00:00+00:00,-32583333.333333336
2024-01-05 16:15:00+00:00,-33253333.333333332
2024-01-05 16:30:00+00:00,-33613333.333333336
2024-01-05 16:45:00+00:00,-33433333.33333333
2024-01-05 17:00:00+00:00,-34170000.0
2024-01-05 17:15:00+00:00,-33350000.0
2024-01-05 17:30:00+00:00,-32683333.33333333
2024-01-05 17:45:00+00:00,-31883333.333333332
2024-01-05 18:00:00+00:00,-31506666.666666668
2024-01-05 18:15:00+00:00,-30890000.0
2024-01-05 18:30:00+00:00,-30216666.666666664
2024-01-05 18:45:00+00:00,-29643333.333333336
2024-01-05 19:00:00+00:00,-30376666.666666664
2024-01-05 19:15:00+00:00,-29633333.333333332
2024-01-05 19:30:00+00:00,-28926666.666666664
2024-01-05 19:45:00+00:00,-28613333.333333332
2024-01-05 20:00:00+00:00,-28813333.333333332
2024-01-05 20:15:00+00:00,-26983333.333333336
2024-01-05 20:30:00+00:00,-27303333.333333336
2024-01-05 20:45:00+00:00,-26520000.0
2024-01-05 21:00:00+00:00,-26293333.333333332
2024-01-05 21:15:00+00:00,-25926666.666666664
2024-01-05 21:30:00+00:00,-25356666.666666664
2024-01-05 21:45:00+00:00,-24986666.666666668
2024-01-05 22:00:00+00:00,-24740000.0
2024-01-05 22:15:00+00:00,-24240000.0
2024-01-05 22:30:00+00:00,-24573333.333333336
2024-01-05 22:45:00+00:00,-23886666.666666668
2024-01-05 23:00:00+00:00,-23693333.333333332
2024-01-05 23:15:00+00:00,-22910000.0
2024-01-05 23:30:00+00:00,-22343333.333333332
2024-01-05 23:45:00+00:00,-21910000.0
2024-01-06 00:00:00+00:00,-22503333.333333332
2024-01-06 00:15:00+00:00,-21910000.0
2024-01-06 00:30:00+00:00,-20923333.333333332
2024-01-06 00:45:00+00:00,-20996666.666666668
2024-01-06 01:00:00+00:00,-20920000.0
2024-01-06 01:15:00+00:00,-19926666.666666664
2024-01-06 01:30:00+00:00,-19920000.0
2024-01-06 01:45:00+00:00,-19920000.0
2024-01-06 02:00:00+00:00,-19093333.333333332
2024-01-06 02:15:00+00:00,-19713333.333333336
2024-01-06 02:30:00+00:00,-18590000.0
2024-01-06 02:45:00+00:00,-18590000.0
2024-01-06 03:00:00+00:00,-18590000.0
2024-01-06 03:15:00+00:00,-18590000.0
2024-01-06 03:30:00+00:00,-18590000.0
2024-01-06 03:45:00+00:00,-18590000.0
2024-01-06 04:00:00+00:00,-18590000.0
2024-01-06 04:15:00+00:00,-17816666.666666668
2024-01-06 04:30:00+00:00,-18516666.666666664
2024-01-06 04:45:00+00:00,-18610000.0
2024-01-06 05:00:00+00:00,-19590000.0
2024-01-06 05:15:00+00:00,-19590000.0
2024-01-06 05:30:00+00:00,-19590000.0
2024-01-06 05:45:00+00:00,-19590000.0
2024-01-06 06:00:00+00:00,-19606666.666666664
2024-01-06 06:15:00+00:00,-20336666.666666664
2024-01-06 06:30:00+00:00,-20723333.333333332
2024-01-06 06:45:00+00:00,-21026666.666666668
2024-01-06 07:00:00+00:00,-21876666.666666664
2024-01-06 07:15:00+00:00,-21860000.0
2024-01-06 07:30:00+00:00,-23023333.333333332
2024-01-06 07:45:00+00:00,-22510000.0
2024-01-06 08:00:00+00:00,-23930000.0
2024-01-06 08:15:00+00:00,-25246666.666666668
2024-01-06 08:30:00+00:00,-25340000.0
2024-01-06 08:45:00+00:00,-26410000.0
2024-01-06 09:00:00+00:00,-27770000.0
2024-01-06 09:15:00+00:00,-27060000.0
2024-01-06 09:30:00+00:00,-27570000.0
2024-01-06 09:45:00+00:00,-27610000.0
2024-01-06 10:00:00+00:00,-28546666.666666668
2024-01-06 10:15:00+00:00,-28476666.666666668
2024-01-06 10:30:00+00:00,-28340000.0
2024-01-06 10:45:00+00:00,-28410000.0
2024-01-06 11:00:00+00:00,-29216666.666666664
2024-01-06 11:15:00+00:00,-28850000.0
2024-01-06 11:30:00+00:00,-29190000.0
2024-01-06 11:45:00+00:00,-28226666.666666668
2024-01-06 12:00:00+00:00,-29243333.333333332
2024-01-06 12:15:00+00:00,-29880000.0
2024-01-06 12:30:00+00:00,-29750000.0
2024-01-06 12:45:00+00:00,-29596666.666666668
2024-01-06 13:00:00+00:00,-30220000.0
2024-01-06 13:15:00+00:00,-29340000.0
2024-01-06 13:30:00+00:00,-30016666.666666664
2024-01-06 13:45:00+00:00,-29996666.666666668
2024-01-06 14:00:00+00:00,-30633333.333333332
2024-01-06 14:15:00+00:00,-30430000.0
2024-01-06 14:30:00+00:00,-30263333.333333332
2024-01-06 14:45:00+00:00,-29583333.333333332
2024-01-06 15:00:00+00:00,-30010000.0
2024-01-06 15:15:00+00:00,-29290000.0
2024-01-06 15:30:00+00:00,-30333333.333333332
2024-01-06 15:45:00+00:00,-30173333.333333332
2024-01-06 16:00:00+00:00,-32033333.333333332
2024-01-06 16:15:00+00:00,-32346666.666666664
2024-01-06 16:30:00+00:00,-31936666.666666668
2024-01-06 16:45:00+00:00,-31290000.0
2024-01-06 17:00:00+00:00,-31866666.666666668
2024-01-06 17:15:00+00:00,-31303333.333333336
2024-01-06 17:30:00+00:00,-31106666.666666664
2024-01-06 17:45:00+00:00,-30730000.0
2024-01-06 18:00:00+00:00,-30800000.0
2024-01-06 18:15:00+00:00,-31080000.0
2024-01-06 18:30:00+00:00,-30950000.0
2024-01-06 18:45:00+00:00,-29880000.0
2024-01-06 19:00:00+00:00,-30510000.0
2024-01-06 19:15:00+00:00,-30210000.0
2024-01-06 19:30:00+00:00,-30620000.0
